"AREA","PERIMETER","MAJOR_AXIS","MINOR_AXIS","ECCENTRICITY","EQDIASQ","SOLIDITY","CONVEX_AREA","ASPECT_RATIO","ROUNDNESS","CLASS"
15151,500.909,202.5811,96.9619,0.878,138.8915,0.968,15652,2.0893,0.7588,3
12339,459.871,197.0085,80.7134,0.9122,125.3415,0.9746,12660,2.4408,0.7332,3
14608,485.912,193.5502,98.0644,0.8621,136.3799,0.9655,15130,1.9737,0.7775,3
12839,457.374,189.6512,87.4953,0.8872,127.8559,0.9796,13106,2.1676,0.7713,3
15630,496.381,203.4172,98.8403,0.874,141.07,0.9851,15867,2.058,0.7971,3
14749,486.492,190.4535,100.5816,0.8492,137.0365,0.9651,15283,1.8935,0.7831,3
14528,486.552,200.4133,93.9423,0.8833,136.006,0.9743,14911,2.1334,0.7712,3
16405,517.896,212.2689,100.0487,0.882,144.5251,0.977,16792,2.1217,0.7686,3
15848,488.593,193.9602,105.4991,0.8391,142.0503,0.9725,16296,1.8385,0.8342,3
12242,448.795,184.9519,85.5584,0.8866,124.8479,0.9774,12525,2.1617,0.7638,3
16264,504.234,201.6734,103.9242,0.857,143.9026,0.9776,16637,1.9406,0.8038,3
14540,483.862,198.2025,95.1757,0.8772,136.0621,0.969,15005,2.0825,0.7804,3
13379,479.246,208.0386,82.2542,0.9185,130.5169,0.9871,13554,2.5292,0.732,3
14328,476.233,196.4071,93.3021,0.88,135.0666,0.986,14532,2.1051,0.7939,3
14574,478.248,196.2121,95.3974,0.8739,136.2211,0.9845,14803,2.0568,0.8007,3
15682,488.797,193.1622,104.5966,0.8407,141.3044,0.9808,15989,1.8467,0.8248,3
14822,490.361,202.9293,94.2659,0.8856,137.3752,0.981,15109,2.1527,0.7746,3
14800,494.081,202.4115,95.0954,0.8828,137.2733,0.9688,15277,2.1285,0.7619,3
13687,459.489,193.1212,90.5441,0.8833,132.0107,0.9878,13856,2.1329,0.8146,3
16050,514.955,217.3991,94.9019,0.8997,142.9528,0.9842,16308,2.2908,0.7606,3
12641,453.76,185.6054,87.9156,0.8807,126.8662,0.9728,12994,2.1112,0.7715,3
16103,507.203,204.9167,101.5511,0.8686,143.1886,0.973,16549,2.0179,0.7866,3
15120,493.118,204.6345,95.027,0.8856,138.7493,0.9812,15410,2.1534,0.7814,3
14548,481.233,198.3775,95.0674,0.8777,136.0995,0.9799,14846,2.0867,0.7894,3
14790,485.832,199.6178,95.9985,0.8768,137.2269,0.9775,15131,2.0794,0.7874,3
11443,437.442,189.9836,77.0862,0.914,120.7049,0.9837,11633,2.4646,0.7515,3
15975,499.907,210.0744,97.3281,0.8862,142.6184,0.9867,16191,2.1584,0.8033,3
10938,414.198,168.1181,84.5312,0.8644,118.0114,0.9777,11187,1.9888,0.8012,3
13351,480.102,199.2276,86.0692,0.9019,130.3803,0.9731,13720,2.3147,0.7279,3
12931,484.474,209.8828,79.5159,0.9255,128.3131,0.9739,13277,2.6395,0.6923,3
14303,484.773,198.4776,92.3558,0.8851,134.9487,0.9799,14597,2.1491,0.7648,3
14227,469.29,198.0528,91.8639,0.8859,134.5897,0.9881,14398,2.1559,0.8118,3
13710,486.603,209.7866,83.9404,0.9165,132.1216,0.9764,14041,2.4992,0.7276,3
15109,508.954,214.666,90.734,0.9063,138.6989,0.9743,15507,2.3659,0.733,3
12169,429.531,171.8613,91.4872,0.8465,124.4751,0.9832,12377,1.8785,0.8288,3
11919,435.648,175.524,88.2574,0.8644,123.1899,0.9678,12315,1.9888,0.7892,3
13485,459.96,193.4632,89.5036,0.8865,131.033,0.9888,13638,2.1615,0.801,3
13310,464.699,191.9823,90.0282,0.8832,130.1799,0.9732,13677,2.1325,0.7745,3
13822,470.707,195.3056,90.9286,0.885,132.6602,0.9831,14059,2.1479,0.7839,3
16018,504.984,209.3891,98.2424,0.8831,142.8102,0.9785,16370,2.1314,0.7893,3
16269,510.293,213.012,98.2661,0.8872,143.9248,0.985,16517,2.1677,0.7851,3
14269,482.126,196.4886,93.8233,0.8786,134.7882,0.9722,14677,2.0942,0.7714,3
14616,483.557,199.0547,95.1618,0.8783,136.4173,0.9766,14966,2.0917,0.7855,3
16870,528.461,220.5574,98.7159,0.8942,146.559,0.9749,17304,2.2343,0.7591,3
15880,510.667,209.0742,98.4779,0.8821,142.1937,0.9731,16319,2.1231,0.7652,3
15966,508.338,199.9777,103.7063,0.855,142.5782,0.9717,16431,1.9283,0.7764,3
15023,484.247,196.4509,98.774,0.8644,138.3036,0.9758,15395,1.9889,0.8051,3
11878,449.293,194.0911,78.6122,0.9143,122.9778,0.9805,12114,2.469,0.7394,3
15329,489.27,201.651,97.928,0.8742,139.705,0.9871,15530,2.0592,0.8047,3
14852,502.491,213.6873,89.6192,0.9078,137.5142,0.9745,15240,2.3844,0.7392,3
13828,467.215,191.6932,93.0361,0.8743,132.6889,0.9848,14041,2.0604,0.796,3
14002,476.025,191.9151,94.4012,0.8707,133.5212,0.976,14346,2.033,0.7765,3
15442,502.173,206.9389,96.5401,0.8845,140.219,0.9725,15879,2.1436,0.7695,3
11781,433.027,175.3494,86.9232,0.8685,122.4746,0.9761,12069,2.0173,0.7895,3
15560,492.853,205.7477,97.0656,0.8817,140.7537,0.9867,15769,2.1197,0.805,3
14309,476.428,192.6059,95.9858,0.867,134.977,0.9729,14708,2.0066,0.7922,3
14343,495.444,213.2209,86.5758,0.9139,135.1372,0.9816,14612,2.4628,0.7343,3
11872,443.261,181.8712,84.0792,0.8867,122.9467,0.9739,12190,2.1631,0.7593,3
13355,471.904,196.982,88.053,0.8945,130.3998,0.9693,13778,2.2371,0.7536,3
10841,431.067,182.3082,76.7458,0.9071,117.487,0.9699,11177,2.3755,0.7331,3
10801,426.734,180.4199,77.3063,0.9036,117.27,0.9797,11025,2.3338,0.7453,3
11618,437.783,187.8267,79.6397,0.9057,121.6244,0.9827,11822,2.3585,0.7618,3
13853,472.031,199.3698,88.8067,0.8953,132.8088,0.9837,14083,2.245,0.7813,3
12141,450.29,191.4593,81.5056,0.9049,124.3318,0.9836,12343,2.349,0.7525,3
13455,473.012,199.4674,87.2001,0.8994,130.8871,0.9816,13707,2.2875,0.7557,3
14537,483.129,197.6349,95.0504,0.8768,136.0481,0.9752,14907,2.0793,0.7826,3
15076,496.316,202.6826,96.0408,0.8806,138.5473,0.976,15447,2.1104,0.7691,3
13530,462.591,185.6168,94.5092,0.8607,131.2514,0.9747,13881,1.964,0.7945,3
14686,479.188,199.4713,94.4485,0.8808,136.7435,0.9889,14851,2.112,0.8037,3
11671,440.494,177.5763,84.3689,0.8799,121.9015,0.9729,11996,2.1048,0.7559,3
15049,498.512,206.653,94.5929,0.8891,138.4232,0.9682,15543,2.1847,0.761,3
12829,455.941,188.1695,87.6784,0.8848,127.8061,0.9738,13174,2.1461,0.7755,3
16065,518.975,210.8572,98.6486,0.8838,143.0196,0.9702,16558,2.1375,0.7495,3
12076,454.578,190.8,81.5415,0.9041,123.9986,0.9745,12392,2.3399,0.7344,3
13746,454.225,182.3849,96.8579,0.8473,132.2949,0.9829,13985,1.883,0.8372,3
14270,483.373,197.2468,94.3487,0.8782,134.7929,0.9717,14685,2.0906,0.7675,3
16358,514.654,212.5118,98.7203,0.8856,144.3179,0.9822,16654,2.1527,0.7761,3
15443,519.996,219.7885,91.1899,0.9099,140.2235,0.9707,15909,2.4102,0.7177,3
16470,520.212,215.5146,98.9145,0.8885,144.8111,0.9716,16951,2.1788,0.7648,3
14314,476.345,194.6775,94.3796,0.8746,135.0006,0.9787,14626,2.0627,0.7927,3
15446,497.161,201.2857,99.153,0.8703,140.2372,0.9707,15912,2.0301,0.7853,3
11683,440.851,175.1501,86.5046,0.8695,121.9642,0.9498,12300,2.0247,0.7554,3
13548,466.438,191.7032,91.2614,0.8794,131.3387,0.9719,13940,2.1006,0.7825,3
16424,504.087,205.3976,102.7832,0.8658,144.6087,0.9793,16772,1.9984,0.8122,3
13458,459.558,185.0435,93.9161,0.8616,130.9017,0.9741,13816,1.9703,0.8008,3
15414,495.048,205.5809,96.5165,0.8829,140.0918,0.9824,15690,2.13,0.7904,3
13532,468.257,194.297,89.7849,0.8868,131.2611,0.9816,13785,2.164,0.7755,3
11685,441.824,192.3695,78.0181,0.9141,121.9746,0.9866,11844,2.4657,0.7522,3
16188,506.151,206.4178,101.0574,0.872,143.566,0.9761,16584,2.0426,0.794,3
13527,465.966,190.5118,92.0825,0.8754,131.2368,0.9705,13938,2.0689,0.7829,3
14749,500.254,212.9574,88.7252,0.9091,137.0365,0.978,15081,2.4002,0.7406,3
13252,468.458,193.5807,88.3039,0.8899,129.896,0.9751,13590,2.1922,0.7588,3
14755,479.819,196.3159,96.9343,0.8696,137.0644,0.9784,15081,2.0252,0.8054,3
12364,460.037,197.6874,80.5123,0.9133,125.4685,0.9787,12633,2.4554,0.7341,3
14352,480.984,198.2238,93.5368,0.8817,135.1796,0.9746,14726,2.1192,0.7796,3
16193,507.186,214.4983,96.656,0.8927,143.5882,0.9877,16395,2.2192,0.791,3
15136,503.866,207.8705,93.9875,0.8919,138.8227,0.9759,15510,2.2117,0.7492,3
12890,456.486,192.0668,86.3584,0.8932,128.1096,0.9843,13095,2.2241,0.7773,3
16275,509.555,205.7768,102.7652,0.8664,143.9513,0.9685,16804,2.0024,0.7877,3
14317,481.43,196.8431,94.7483,0.8765,135.0147,0.9742,14696,2.0775,0.7762,3
14854,505.227,205.3437,94.4955,0.8878,137.5235,0.9599,15474,2.1731,0.7313,3
13752,482.312,201.2342,88.3752,0.8984,132.3238,0.9724,14143,2.277,0.7429,3
14392,494.594,209.6992,88.2361,0.9072,135.3679,0.9757,14751,2.3766,0.7393,3
15897,508.916,204.6216,101.1767,0.8692,142.2698,0.9637,16495,2.0224,0.7713,3
14591,482.78,197.1832,95.6611,0.8744,136.3005,0.9785,14911,2.0613,0.7867,3
13445,461.72,188.4066,91.9479,0.8728,130.8385,0.9777,13751,2.0491,0.7925,3
14893,490.042,207.4418,92.0054,0.8963,137.7039,0.9875,15081,2.2547,0.7793,3
15825,510.346,204.2323,100.3533,0.871,141.9472,0.9646,16406,2.0351,0.7635,3
15736,509.998,208.0238,98.0307,0.882,141.5475,0.9642,16320,2.122,0.7603,3
15939,497.876,200.9251,102.1284,0.8612,142.4576,0.9749,16350,1.9674,0.808,3
9620,386.088,156.6636,79.3976,0.8621,110.6732,0.9859,9758,1.9732,0.811,3
11071,401.326,162.3022,87.5171,0.8422,118.7267,0.988,11205,1.8545,0.8638,3
13300,466.981,189.2883,90.9687,0.8769,130.131,0.9681,13738,2.0808,0.7664,3
15156,503.108,214.2736,90.9607,0.9054,138.9144,0.9828,15421,2.3557,0.7524,3
14861,485.493,195.2867,98.3582,0.8639,137.5558,0.9711,15303,1.9855,0.7923,3
15420,499.015,210.5344,93.752,0.8954,140.1191,0.9849,15656,2.2457,0.7782,3
13695,466.959,188.8337,94.1181,0.8669,132.0493,0.9709,14105,2.0063,0.7892,3
14748,489.534,197.277,97.3442,0.8698,137.0319,0.9679,15237,2.0266,0.7734,3
14403,486.164,200.1939,93.0843,0.8853,135.4196,0.9691,14862,2.1507,0.7658,3
14382,476.41,201.5732,91.3543,0.8914,135.3208,0.9874,14565,2.2065,0.7963,3
11765,432.736,184.9523,81.3336,0.8981,122.3914,0.9876,11913,2.274,0.7895,3
16173,510.774,212.862,97.6832,0.8885,143.4995,0.9821,16468,2.1791,0.779,3
14716,479.753,196.0799,96.8738,0.8694,136.8831,0.9824,14979,2.0241,0.8035,3
13590,463.466,187.9185,93.7592,0.8666,131.5421,0.972,13981,2.0043,0.795,3
12893,456.423,193.4759,85.7221,0.8965,128.1245,0.9872,13060,2.257,0.7777,3
14432,505.929,216.0799,86.5229,0.9163,135.5559,0.9632,14984,2.4974,0.7085,3
12616,450.538,187.7519,86.6434,0.8872,126.7406,0.9849,12810,2.1669,0.781,3
13700,477.313,199.563,89.1052,0.8948,132.0734,0.9737,14070,2.2396,0.7557,3
11870,443.114,189.84,80.1576,0.9065,122.9364,0.9827,12079,2.3683,0.7597,3
15639,510.03,210.5303,96.1534,0.8896,141.1106,0.9731,16071,2.1895,0.7555,3
15891,496.542,203.3807,99.8341,0.8712,142.2429,0.9857,16121,2.0372,0.8099,3
11474,433.191,180.6293,82.492,0.8896,120.8683,0.9763,11752,2.1897,0.7684,3
14668,486.465,196.802,96.4567,0.8717,136.6597,0.969,15138,2.0403,0.7789,3
15194,489.419,206.8469,94.2251,0.8902,139.0885,0.9873,15389,2.1952,0.7971,3
15424,502.057,214.0254,92.5858,0.9016,140.1372,0.9852,15656,2.3116,0.769,3
15632,510.006,207.3206,97.1577,0.8834,141.079,0.9692,16129,2.1339,0.7552,3
15611,495.888,203.9733,98.7836,0.8749,140.9842,0.9767,15984,2.0648,0.7978,3
13754,476.841,204.8616,86.4496,0.9066,132.3334,0.9852,13960,2.3697,0.7601,3
15639,510.265,211.6062,95.5271,0.8923,141.1106,0.9748,16044,2.2151,0.7548,3
11545,437.355,171.3699,88.2512,0.8572,121.2417,0.9748,11844,1.9418,0.7585,3
13477,470.706,194.6376,89.4113,0.8882,130.9941,0.9706,13885,2.1769,0.7644,3
12247,442.44,180.2899,87.2576,0.8751,124.8734,0.9783,12519,2.0662,0.7862,3
14325,487.434,213.2368,85.9609,0.9151,135.0524,0.9873,14509,2.4806,0.7577,3
12570,455.884,189.5535,85.7987,0.8917,126.5094,0.976,12879,2.2093,0.76,3
15799,505.299,209.8111,97.3658,0.8858,141.8306,0.9784,16148,2.1549,0.7776,3
11688,462.177,199.3044,75.8555,0.9247,121.9903,0.9742,11998,2.6274,0.6876,3
8927,383.603,158.6673,72.553,0.8893,106.6124,0.9694,9209,2.1869,0.7623,3
15069,483.603,195.3549,99.826,0.8596,138.5152,0.9756,15446,1.957,0.8097,3
13363,462.724,190.9342,90.3038,0.8811,130.4389,0.9795,13643,2.1144,0.7843,3
15884,512.398,204.8941,101.0995,0.8698,142.2116,0.9609,16530,2.0267,0.7602,3
15388,503.151,212.1812,93.2064,0.8984,139.9736,0.9798,15705,2.2765,0.7638,3
18076,544.957,226.3415,102.5569,0.8915,151.7072,0.9812,18423,2.207,0.7649,3
15156,494.143,202.0902,96.7488,0.878,138.9144,0.9714,15603,2.0888,0.78,3
15472,505.434,208.9063,95.8261,0.8886,140.3551,0.9722,15914,2.1801,0.7611,3
13153,461.798,195.6287,86.3436,0.8973,129.4099,0.9835,13373,2.2657,0.7751,3
13940,467.86,189.3261,95.1544,0.8645,133.2252,0.9732,14324,1.9897,0.8003,3
11043,415.57,166.4793,85.7546,0.8571,118.5765,0.9725,11355,1.9413,0.8035,3
13526,466.752,188.9783,92.8325,0.871,131.232,0.9658,14005,2.0357,0.7802,3
16005,515.073,210.8303,98.4641,0.8842,142.7522,0.9697,16505,2.1412,0.7581,3
15121,492.873,202.8842,96.154,0.8806,138.7539,0.9725,15549,2.11,0.7822,3
13899,470.944,199.8463,89.3084,0.8946,133.0292,0.9869,14084,2.2377,0.7875,3
14101,472.902,200.1517,90.1653,0.8928,133.9924,0.9864,14296,2.2198,0.7924,3
14084,483.286,198.274,91.7461,0.8865,133.9116,0.9635,14617,2.1611,0.7578,3
9773,400.832,170.1546,73.8929,0.9008,111.5499,0.9804,9968,2.3027,0.7644,3
12072,436.593,177.9835,87.4664,0.8709,123.978,0.9838,12271,2.0349,0.7959,3
15694,492.934,202.2224,99.7179,0.87,141.3585,0.9855,15925,2.0279,0.8116,3
13766,463.743,188.662,93.8279,0.8676,132.3911,0.9825,14011,2.0107,0.8044,3
14234,475.824,197.0717,92.9365,0.8818,134.6228,0.9821,14493,2.1205,0.79,3
14288,478.289,196.2296,94.2835,0.877,134.8779,0.9717,14704,2.0813,0.7849,3
12925,458.605,189.892,88.2313,0.8855,128.2834,0.981,13176,2.1522,0.7723,3
12507,448.989,184.8219,87.6406,0.8804,126.1919,0.9782,12786,2.1089,0.7796,3
9890,397.805,160.6623,79.2108,0.87,112.2156,0.9688,10208,2.0283,0.7854,3
11150,419.948,174.2838,82.2365,0.8817,119.1496,0.9816,11359,2.1193,0.7945,3
14061,472.72,192.201,94.4251,0.871,133.8022,0.9813,14329,2.0355,0.7907,3
14754,488.544,198.0743,96.2876,0.8739,137.0598,0.978,15086,2.0571,0.7768,3
10650,414.641,173.9394,78.8211,0.8914,116.4474,0.9845,10818,2.2068,0.7784,3
16113,514.397,212.1383,97.9204,0.8871,143.2331,0.9721,16575,2.1664,0.7652,3
11887,455.138,195.815,78.0958,0.917,123.0244,0.9794,12137,2.5074,0.7211,3
15039,489.594,206.5856,93.1525,0.8926,138.3772,0.9861,15251,2.2177,0.7884,3
15278,494.207,208.046,93.8465,0.8925,139.4724,0.9856,15502,2.2169,0.7861,3
14324,485.301,198.7437,93.8598,0.8815,135.0477,0.9644,14853,2.1175,0.7643,3
14824,494.292,207.5788,92.0375,0.8963,137.3845,0.9824,15090,2.2554,0.7624,3
13188,474.098,196.588,87.4623,0.8956,129.582,0.9693,13606,2.2477,0.7373,3
10719,409.314,170.8978,80.6185,0.8817,116.824,0.9872,10858,2.1198,0.804,3
15964,508.086,207.2704,99.6186,0.8769,142.5693,0.9733,16402,2.0806,0.7771,3
14552,486.734,204.0221,91.667,0.8934,136.1183,0.9842,14786,2.2257,0.7719,3
14813,488.074,200.2418,95.346,0.8794,137.3335,0.9754,15186,2.1002,0.7814,3
12585,455.068,191.8759,84.7258,0.8972,126.5848,0.9864,12759,2.2647,0.7637,3
14611,491.321,209.1281,90.272,0.902,136.3939,0.9842,14845,2.3166,0.7606,3
13226,465.403,190.3678,90.2957,0.8804,129.7685,0.9726,13598,2.1083,0.7673,3
15732,497.187,205.8372,98.0946,0.8791,141.5295,0.9805,16045,2.0984,0.7998,3
13402,462.048,189.883,91.0203,0.8776,130.6291,0.9826,13639,2.0862,0.7889,3
11200,453.226,195.0791,73.9929,0.9253,119.4164,0.9737,11502,2.6365,0.6852,3
15107,492.744,207.9965,92.965,0.8946,138.6897,0.9846,15344,2.2374,0.7819,3
13754,478.222,196.8461,90.3347,0.8885,132.3334,0.9701,14178,2.1791,0.7558,3
13347,459.859,188.4126,91.6383,0.8738,130.3608,0.9826,13583,2.056,0.7931,3
13904,475.494,196.302,91.4052,0.885,133.0531,0.9795,14195,2.1476,0.7728,3
11681,421.722,165.4103,91.2374,0.8341,121.9537,0.9735,11999,1.813,0.8253,3
14241,467,187.6419,97.5846,0.8541,134.6559,0.9807,14521,1.9229,0.8206,3
14245,488.366,202.5979,90.9788,0.8935,134.6748,0.9763,14591,2.2269,0.7506,3
14814,470.261,184.169,104.2438,0.8244,137.3382,0.9834,15064,1.7667,0.8418,3
13348,461.633,188.3695,91.8046,0.8732,130.3656,0.9737,13709,2.0519,0.7871,3
15172,489.87,205.984,94.5496,0.8884,138.9877,0.9865,15379,2.1786,0.7945,3
14708,482.847,203.0032,93.0218,0.8888,136.8459,0.985,14932,2.1823,0.7928,3
12249,447.995,183.6854,86.648,0.8817,124.8836,0.9766,12543,2.1199,0.7669,3
15796,498.536,209.5425,96.7865,0.8869,141.8171,0.9863,16015,2.165,0.7987,3
15583,500.88,208.0903,96.2545,0.8866,140.8577,0.9807,15889,2.1619,0.7805,3
15049,495.976,204.0125,94.7424,0.8856,138.4232,0.9783,15383,2.1533,0.7688,3
12094,430.81,173.6759,89.9862,0.8553,124.0909,0.9722,12440,1.93,0.8189,3
16594,539.066,230.87,92.5686,0.9161,145.3552,0.9746,17027,2.494,0.7176,3
12033,441.254,178.16,87.9505,0.8697,123.7776,0.9681,12430,2.0257,0.7766,3
12056,432.714,177.1336,87.5896,0.8692,123.8958,0.983,12264,2.0223,0.8091,3
13482,484.23,210.3767,81.9163,0.9211,131.0184,0.9794,13766,2.5682,0.7225,3
13105,461.572,189.8784,89.1489,0.8829,129.1735,0.9781,13399,2.1299,0.773,3
14771,491.286,204.2861,93.0906,0.8901,137.1387,0.9805,15065,2.1945,0.769,3
12308,456.368,187.5713,85.4591,0.8902,125.184,0.962,12794,2.1949,0.7426,3
13354,463.957,190.8508,90.384,0.8807,130.3949,0.9763,13678,2.1116,0.7796,3
12254,451.958,183.8147,86.8352,0.8814,124.9091,0.9649,12700,2.1168,0.7539,3
13922,476.306,197.2324,90.8305,0.8876,133.1392,0.9742,14291,2.1714,0.7712,3
15541,506.06,212.2701,94.6871,0.895,140.6678,0.983,15809,2.2418,0.7626,3
13955,461.567,188.2657,95.1703,0.8628,133.2969,0.9817,14215,1.9782,0.8231,3
13656,474.51,195.6915,90.6039,0.8864,131.8611,0.9745,14013,2.1599,0.7622,3
16045,510.719,211.468,97.9041,0.8864,142.9305,0.9808,16359,2.16,0.773,3
15073,507.623,214.9467,90.0783,0.908,138.5335,0.9779,15414,2.3862,0.7351,3
9792,398.763,162.9275,78.304,0.8769,111.6582,0.9709,10085,2.0807,0.7738,3
14289,480.935,197.0833,94.0675,0.8787,134.8826,0.9676,14768,2.0951,0.7763,3
13131,462.319,193.8163,86.6696,0.8944,129.3016,0.9812,13383,2.2363,0.772,3
15600,499.745,205.0418,97.8451,0.8788,140.9345,0.9831,15868,2.0956,0.7849,3
14669,503.693,216.6481,86.5489,0.9167,136.6644,0.9834,14916,2.5032,0.7266,3
16209,508.332,208.1323,100.0544,0.8769,143.6591,0.9812,16519,2.0802,0.7883,3
15185,496.553,203.3654,96.5379,0.8801,139.0473,0.9725,15614,2.1066,0.7739,3
14539,488.264,209.3476,89.0545,0.905,136.0574,0.9865,14738,2.3508,0.7664,3
13515,464.494,186.005,94.6538,0.8608,131.1786,0.9707,13923,1.9651,0.7872,3
15765,513.867,210.2989,96.4756,0.8886,141.6779,0.9786,16110,2.1798,0.7502,3
14273,478.989,193.0986,96.2092,0.867,134.8071,0.9702,14711,2.0071,0.7818,3
14070,478.515,200.2075,90.399,0.8923,133.845,0.9756,14422,2.2147,0.7722,3
14606,487.21,197.2946,95.7208,0.8744,136.3706,0.9785,14927,2.0611,0.7732,3
12162,452.144,184.0815,86.6402,0.8823,124.4393,0.9637,12620,2.1247,0.7476,3
16274,511.12,205.0394,102.6271,0.8657,143.9469,0.9662,16844,1.9979,0.7828,3
15454,488.584,196.6386,101.4338,0.8567,140.2735,0.9826,15728,1.9386,0.8135,3
8973,390.477,167.8054,68.6577,0.9125,106.8868,0.9817,9140,2.4441,0.7395,3
12839,457.548,191.6078,86.5754,0.8921,127.8559,0.9822,13072,2.2132,0.7707,3
9481,408.555,176.5094,69.173,0.92,109.8708,0.9821,9654,2.5517,0.7138,3
13774,459.839,183.7773,96.7951,0.8501,132.4296,0.9739,14143,1.8986,0.8186,3
14883,490.488,203.3217,94.3885,0.8857,137.6576,0.9708,15330,2.1541,0.7774,3
13714,470.548,192.8393,91.8815,0.8792,132.1409,0.9792,14005,2.0988,0.7783,3
14357,481.794,194.2681,95.9299,0.8696,135.2032,0.9706,14792,2.0251,0.7772,3
15932,505.363,205.8537,99.6079,0.8751,142.4263,0.9782,16287,2.0666,0.7839,3
14522,475.733,193.7462,96.6394,0.8667,135.9779,0.9764,14873,2.0048,0.8063,3
14163,481.828,197.2434,93.5555,0.8804,134.2866,0.97,14601,2.1083,0.7666,3
12074,446.148,182.2418,85.8499,0.8821,123.9883,0.9637,12529,2.1228,0.7623,3
14568,492.058,206.1818,91.5761,0.896,136.1931,0.9746,14947,2.2515,0.7561,3
15973,499.312,199.5829,102.9686,0.8566,142.6095,0.975,16382,1.9383,0.8051,3
13542,463.564,190.3599,91.5552,0.8767,131.3096,0.9858,13737,2.0792,0.7919,3
14485,482.815,198.6068,94.4161,0.8798,135.8046,0.9751,14855,2.1035,0.7808,3
13556,482.282,205.8327,84.962,0.9108,131.3775,0.9656,14039,2.4226,0.7324,3
12003,438.687,180.6356,85.7562,0.8801,123.6232,0.9729,12337,2.1064,0.7838,3
15868,498.031,192.8515,107.2635,0.8311,142.14,0.9593,16541,1.7979,0.8039,3
14982,485.563,198.9268,96.9927,0.8731,138.1147,0.9781,15318,2.0509,0.7985,3
15858,512.249,210.8953,97.339,0.8871,142.0952,0.9711,16330,2.1666,0.7594,3
11722,426.479,173.6359,87.0151,0.8654,122.1676,0.9823,11933,1.9955,0.8099,3
13217,464.925,198.0135,85.5696,0.9018,129.7243,0.9866,13396,2.3141,0.7684,3
15157,498.876,199.6581,98.1521,0.8708,138.919,0.9742,15558,2.0342,0.7653,3
13878,468.753,192.7309,92.4569,0.8774,132.9286,0.9804,14155,2.0845,0.7937,3
14305,478.053,197.2166,93.4016,0.8807,134.9581,0.9774,14636,2.1115,0.7866,3
13701,485.366,201.5876,88.1157,0.8994,132.0782,0.9712,14108,2.2878,0.7308,3
15005,490.845,203.5928,94.5775,0.8856,138.2207,0.9808,15299,2.1527,0.7826,3
12689,445.299,182.8813,89.3844,0.8724,127.1068,0.9783,12971,2.046,0.8041,3
14302,492.509,208.781,88.2951,0.9062,134.944,0.9827,14554,2.3646,0.7409,3
14733,474.303,193.3204,97.7749,0.8627,136.9622,0.9846,14964,1.9772,0.823,3
16069,513.616,212.3778,97.8254,0.8876,143.0374,0.9743,16493,2.171,0.7655,3
13260,474.19,200.5619,85.6162,0.9043,129.9352,0.9752,13597,2.3426,0.7411,3
12917,461.914,187.8882,88.6956,0.8816,128.2437,0.9703,13312,2.1183,0.7608,3
14174,491.587,206.999,88.3046,0.9044,134.3387,0.9706,14604,2.3441,0.7371,3
15085,499.224,204.0589,95.7034,0.8832,138.5887,0.9715,15528,2.1322,0.7606,3
13994,476.111,193.1884,93.9376,0.8738,133.483,0.9723,14392,2.0566,0.7758,3
12444,438.14,175.7861,91.2413,0.8547,125.8737,0.9787,12715,1.9266,0.8146,3
14179,486.166,199.9962,91.0936,0.8902,134.3624,0.9746,14549,2.1955,0.7539,3
14541,472.482,198.3457,93.6808,0.8814,136.0668,0.9904,14682,2.1172,0.8185,3
12344,434.85,176.112,90.0175,0.8595,125.3669,0.983,12557,1.9564,0.8203,3
14517,477.638,191.8239,97.7663,0.8604,135.9545,0.9692,14978,1.9621,0.7996,3
14779,488.556,200.8924,94.7594,0.8818,137.1758,0.9735,15181,2.12,0.7781,3
14394,474.008,191.5802,97.0736,0.8621,135.3773,0.9733,14789,1.9736,0.805,3
14468,484.359,199.9275,93.7793,0.8832,135.7248,0.9808,14751,2.1319,0.775,3
11812,462.293,206.7739,73.0178,0.9356,122.6357,0.9829,12018,2.8318,0.6945,3
14095,478.08,192.5015,95.287,0.8689,133.9638,0.964,14622,2.0202,0.775,3
12850,459.031,187.5813,88.7396,0.881,127.9106,0.9678,13278,2.1138,0.7664,3
13908,471.779,194.5591,92.0917,0.8809,133.0722,0.9792,14203,2.1127,0.7852,3
15438,507.915,210.6015,94.4112,0.8939,140.2008,0.9717,15887,2.2307,0.752,3
15114,496.947,208.8027,93.2557,0.8947,138.7218,0.9811,15405,2.239,0.7691,3
12242,445.086,184.2189,86.5144,0.8829,124.8479,0.9786,12510,2.1293,0.7766,3
14525,506.597,217.4754,86.624,0.9172,135.9919,0.9776,14858,2.5106,0.7112,3
15416,502.289,208.2261,95.8635,0.8877,140.1009,0.9784,15756,2.1721,0.7678,3
12744,448.426,184.9618,88.7174,0.8775,127.382,0.9816,12983,2.0848,0.7964,3
14719,490.785,202.5838,93.95,0.886,136.8971,0.9768,15068,2.1563,0.7679,3
14395,475.143,195.95,94.2391,0.8768,135.382,0.9861,14598,2.0793,0.8013,3
14752,490.091,201.9075,94.6626,0.8833,137.0505,0.9795,15061,2.1329,0.7718,3
13645,455.471,185.0862,94.9132,0.8585,131.808,0.9841,13865,1.9501,0.8265,3
13944,474.782,200.3209,89.3874,0.8949,133.2443,0.9808,14217,2.241,0.7773,3
